TRAJ	SHORT_TRAJ	AMP_TMP2M_mean	AMP_RH_mean	AMP_WS_mean	AMP_PREC_sum	PM10	SEASON
d	d	c	c	c	c	d	d
						class
2	1	2.34285714285714	87.3061224489796	0.983673469387755	0	LOW	WINTER
2	5	8.7530612244898	74.4285714285714	1.94081632653061	0	LOW	WINTER
3	5	8.39387755102041	84.9591836734694	2.48367346938775	33.2	LOW	WINTER
3	2	-0.744897959183673	95.3061224489796	0.230612244897959	26.8	LOW	WINTER
2	2	-2.6	95.8163265306122	0.283673469387755	0	LOW	WINTER
4	5	0.857142857142857	93.0612244897959	0.914285714285714	0	LOW	WINTER
4	1	0.23265306122449	88.3061224489796	0.281632653061224	0	LOW	WINTER
4	5	3.67959183673469	83.0204081632653	1.09183673469388	0	LOW	WINTER
9	5	3.39795918367347	84.6938775510204	1.07551020408163	1	LOW	WINTER
2	5	3.31836734693878	95.7142857142857	0.510204081632653	10.4	LOW	WINTER
4	1	5.2265306122449	87.4081632653061	0.726530612244898	0	LOW	WINTER
2	5	8.72040816326531	79.3877551020408	1.80612244897959	0	LOW	WINTER
2	5	9.9469387755102	69.0816326530612	2.63469387755102	0	LOW	WINTER
2	2	3.47755102040816	72.7040816326531	0.571428571428571	0	LOW	WINTER
2	1	1.95816326530612	76.2142857142857	0.75	0	LOW	WINTER
2	5	7.63877551020408	88.1428571428571	1.14897959183673	0.8	LOW	WINTER
2	5	9.45652173913044	74.2608695652174	2.81739130434783	0.1	LOW	WINTER
3	5	6.04489795918367	78.7142857142857	1.36734693877551	0	LOW	WINTER
3	1	10.0061224489796	74.8775510204082	1.78775510204082	0	LOW	WINTER
3	5	8.86938775510204	79.1836734693878	0.889795918367347	6.1	LOW	WINTER
3	3	3.15714285714286	94.6938775510204	0.506122448979592	11.3	LOW	WINTER
3	4	2.37959183673469	95.265306122449	0.710204081632653	31.9	LOW	WINTER
3	4	0.720408163265306	92.3061224489796	0.977551020408163	19.5	LOW	WINTER
1	3	-3.62040816326531	90.5102040816327	0.508163265306122	4.4	LOW	WINTER
1	3	-5.81020408163265	85.1224489795918	0.279591836734694	0	LOW	WINTER
1	1	-5.06938775510204	87.6938775510204	0.361224489795918	0.2	LOW	WINTER
1	5	2.28571428571429	75.1632653061225	1.59795918367347	0	LOW	WINTER
2	5	0.571428571428571	80.5918367346939	0.773469387755102	0	LOW	WINTER
7	1	0.0857142857142857	82.9183673469388	0.6	0	LOW	WINTER
4	5	3.28571428571429	78.0408163265306	1.29183673469388	0	LOW	WINTER
4	2	1.15510204081633	77.6938775510204	0.577551020408163	0	LOW	WINTER
4	1	-0.0877551020408163	75.0816326530612	0.428571428571429	0	LOW	WINTER
4	2	-0.13265306122449	78.734693877551	0.593877551020408	0	LOW	WINTER
9	2	-1.15714285714286	70.1224489795918	0.418367346938776	0	LOW	WINTER
9	5	5.35510204081633	58.6326530612245	1.19183673469388	0	LOW	WINTER
4	4	5.78163265306122	80.3673469387755	1.96530612244898	12.2	LOW	WINTER
7	4	5.18163265306122	93.5714285714286	0.763265306122449	19.3	LOW	WINTER
3	4	6.56938775510204	89.2244897959184	1.95102040816327	10.5	LOW	WINTER
2	5	5.20408163265306	89.7755102040816	0.697959183673469	0.2	LOW	WINTER
3	1	4.43469387755102	91.2244897959184	0.346938775510204	0.4	LOW	WINTER
3	1	2.78163265306122	93.0408163265306	0.463265306122449	0.4	LOW	WINTER
3	1	5.63877551020408	88.265306122449	1.16734693877551	39.2	LOW	WINTER
3	2	0.930612244897959	93.9183673469388	0.320408163265306	0.2	LOW	WINTER
3	2	6.82857142857143	69.0612244897959	1.22244897959184	0.7	LOW	WINTER
2	2	3.53265306122449	91.5510204081633	0.3	1.4	LOW	WINTER
4	3	4.21632653061225	78.1428571428571	0.759183673469388	0	LOW	WINTER
9	3	1.8	91.1224489795918	0.828571428571429	0.7	LOW	WINTER
5	1	1.89591836734694	90.8571428571429	0.383673469387755	0	LOW	WINTER
5	1	1.1125	93.625	0.438775510204082	0	LOW	WINTER
5	1	5.40204081632653	92.0204081632653	0.5	1.6	LOW	WINTER
5	5	9.09795918367347	85.3877551020408	1.12244897959184	0	LOW	WINTER
5	5	6.34489795918367	84.0612244897959	0.53469387755102	0	LOW	WINTER
5	3	2.47551020408163	84.6530612244898	0.295918367346939	0	LOW	WINTER
5	1	3.55408163265306	85.3265306122449	0.308333333333333	1.1	LOW	WINTER
5	4	6.06530612244898	93.234693877551	0.927083333333333	27	LOW	WINTER
1	1	2.29183673469388	85.0612244897959	0.438775510204082	2	LOW	WINTER
5	1	3.68367346938776	77.1224489795918	0.579591836734694	0	LOW	WINTER
4	1	8.60816326530612	74.6326530612245	1.96326530612245	0	LOW	WINTER
4	4	10.3438775510204	70.9897959183673	2.84166666666667	0.1	LOW	WINTER
9	5	5.82040816326531	88.7755102040816	0.959183673469388	6.1	LOW	WINTER
3	5	6.01836734693878	87.9897959183673	1.57291666666667	0	LOW	WINTER
4	1	4.7030612244898	66.2448979591837	0.55625	0	LOW	WINTER
3	1	7.58367346938776	68.0204081632653	1.08571428571429	0.3	LOW	WINTER
7	1	10.5714285714286	53.8979591836735	1.31632653061224	0.6	LOW	WINTER
9	1	7.98979591836735	92.7755102040816	0.277551020408163	18	LOW	WINTER
2	3	7.08367346938776	93.0204081632653	0.420408163265306	14.3	LOW	WINTER
2	3	4.48367346938775	85.9591836734694	0.610204081632653	0	LOW	WINTER
2	2	6.73469387755102	55.8571428571429	2.30408163265306	0	LOW	WINTER
9	2	2.02755102040816	71.0102040816327	1.07021276595745	0	LOW	WINTER
9	3	3.72040816326531	70.469387755102	0.687755102040816	0	LOW	WINTER
9	3	5.4734693877551	70.265306122449	0.614285714285714	0	LOW	WINTER
9	3	6.88979591836735	69.4489795918367	0.628571428571429	0	LOW	WINTER
9	3	4.99387755102041	70.8367346938775	0.473469387755102	0	LOW	WINTER
4	1	5.49387755102041	66.0612244897959	0.489795918367347	0	LOW	WINTER
4	1	8.62244897959184	66.8979591836735	1.13061224489796	0	LOW	WINTER
2	4	10.5795918367347	68.5510204081633	3.47755102040816	2.2	LOW	WINTER
9	2	5.2741935483871	88.5161290322581	2.11290322580645	47.2	LOW	WINTER
4	2	0.823913043478261	91.3695652173913	0.197777777777778	3.6	LOW	WINTER
9	3	0.060204081632653	87.9183673469388	0.538775510204082	0	LOW	WINTER
9	3	1.43775510204082	76.6530612244898	0.83469387755102	0.1	LOW	WINTER
1	2	3.59591836734694	67.4897959183673	0.602040816326531	2.8	LOW	WINTER
5	3	1.96734693877551	84.8775510204082	0.589795918367347	3.8	LOW	WINTER
5	3	4.39489795918367	92.4893617021277	0.7625	10.7	LOW	WINTER
1	3	6.40714285714286	75.8775510204082	1.22291666666667	0.9	LOW	WINTER
1	3	6.33877551020408	60	1.24285714285714	0.1	MODERATE	WINTER
1	3	4.15918367346939	72.7755102040816	0.740816326530612	0	LOW	WINTER
1	3	5.64897959183673	79.530612244898	0.463265306122449	1	LOW	WINTER
1	3	5.38367346938776	92.7551020408163	0.312244897959184	4.2	LOW	WINTER
1	3	6.5	85.5510204081633	0.306122448979592	0	LOW	WINTER
5	3	7.95918367346939	76.6938775510204	0.422448979591837	0	MODERATE	SPRING
5	3	6.71428571428571	69.5102040816327	0.530612244897959	0	MODERATE	SPRING
5	1	9.11632653061224	71.3061224489796	0.912244897959184	1.1	LOW	SPRING
5	3	6.32040816326531	75.7755102040816	1.27142857142857	0.6	MODERATE	SPRING
6	3	3.55918367346939	64.2244897959184	0.697959183673469	0	MODERATE	SPRING
7	1	7.84489795918367	57.4897959183673	0.536734693877551	0	LOW	SPRING
9	1	9.79183673469388	62.1020408163265	0.740816326530612	0	LOW	SPRING
4	3	6.57959183673469	70.3061224489796	0.597959183673469	0	LOW	SPRING
4	1	9.56938775510204	66.0408163265306	1	0	LOW	SPRING
6	1	11.0040816326531	66.4489795918367	0.812244897959184	0	LOW	SPRING
9	3	10.2714285714286	65.1632653061225	0.748979591836735	0	LOW	SPRING
9	3	10.6591836734694	65.265306122449	0.644897959183673	0	LOW	SPRING
9	3	11.9244897959184	63.3673469387755	0.691836734693878	0	LOW	SPRING
9	3	11.5142857142857	59.5510204081633	1.02040816326531	0	LOW	SPRING
9	3	12.4183673469388	58.3469387755102	0.902040816326531	0	LOW	SPRING
6	3	8.85510204081633	57.4081632653061	1.13061224489796	0	LOW	SPRING
1	1	10.0979591836735	55.0408163265306	0.697959183673469	0	LOW	SPRING
5	1	13.9877551020408	48.0612244897959	1.55918367346939	0	LOW	SPRING
5	3	7.58367346938776	62.8367346938776	0.830612244897959	0	LOW	SPRING
4	5	11.934693877551	60.4897959183673	0.771428571428571	0	LOW	SPRING
4	3	9.81836734693877	61.530612244898	0.748979591836735	0	LOW	SPRING
4	3	9.53061224489796	63.0816326530612	0.706122448979592	0	LOW	SPRING
8	1	13.5775510204082	62.265306122449	0.661224489795918	0	LOW	SPRING
5	2	12.7591836734694	78.5510204081633	0.528571428571429	1.1	LOW	SPRING
9	3	11.4489795918367	70.765306122449	0.744897959183674	0	LOW	SPRING
5	3	10.0673469387755	70.1224489795918	0.980851063829787	0	LOW	SPRING
5	3	10.4836734693878	57.9081632653061	0.820833333333333	0	LOW	SPRING
2	3	11.965306122449	57.2448979591837	0.681632653061224	0	LOW	SPRING
5	1	15.6775510204082	65.6530612244898	0.757142857142857	0.7	LOW	SPRING
6	3	11.5	75.0612244897959	0.738775510204082	0	LOW	SPRING
1	3	11.4102040816327	50.2448979591837	0.924489795918367	0	LOW	SPRING
6	3	10.6816326530612	61.0816326530612	0.689795918367347	1.7	LOW	SPRING
5	5	11.2836734693878	82.3265306122449	0.733333333333333	1.7	LOW	SPRING
3	1	10.4285714285714	94.5714285714286	0.4625	49.3	LOW	SPRING
3	1	10.9918367346939	92.3061224489796	0.56530612244898	3.9	LOW	SPRING
3	1	12.8	79.6326530612245	0.651020408163265	0	LOW	SPRING
5	3	12.7673469387755	65.734693877551	0.710204081632653	0	LOW	SPRING
5	5	15.5816326530612	56.4489795918367	1.4734693877551	0	LOW	SPRING
5	5	12.369387755102	82.0816326530612	0.626530612244898	0	LOW	SPRING
5	1	15.0897959183673	73.734693877551	0.818367346938776	0	LOW	SPRING
5	5	17.5183673469388	65.6530612244898	1.88571428571429	0	LOW	SPRING
3	5	15.6265306122449	71.6326530612245	0.969387755102041	0	LOW	SPRING
3	5	18.3857142857143	60.9591836734694	1.45510204081633	0	LOW	SPRING
2	5	20.3632653061225	50.5510204081633	2.45714285714286	0	LOW	SPRING
3	5	12.2918367346939	79.265306122449	1.11224489795918	1	LOW	SPRING
3	3	10.6204081632653	86.0204081632653	0.497959183673469	9.6	LOW	SPRING
4	3	11.7387755102041	84.0408163265306	0.577551020408163	6.6	LOW	SPRING
9	3	8.79795918367347	68.1632653061225	0.897959183673469	0	LOW	SPRING
9	3	11.5510204081633	66.7959183673469	0.787755102040816	0	LOW	SPRING
9	3	14.4102040816327	76.1632653061225	0.651020408163265	0	LOW	SPRING
5	1	16.6673469387755	72.7959183673469	0.597959183673469	0	LOW	SPRING
5	2	22.3933333333333	69.2	0.913333333333333	1	LOW	SPRING
5	3	18.6170212765957	74.4255319148936	0.602127659574468	0	LOW	SPRING
5	3	18.6244897959184	74.1428571428571	0.561224489795918	0	LOW	SPRING
5	4	20.3020408163265	65.4897959183673	1.74285714285714	1	LOW	SPRING
5	4	15.3224489795918	86.8163265306122	1.03877551020408	50.8	LOW	SPRING
3	4	12.8877551020408	85.7142857142857	1.11632653061224	15.2	LOW	SPRING
4	4	10.9183673469388	86.8979591836735	0.630612244897959	7.8	LOW	SPRING
5	3	8.18695652173913	87.3913043478261	0.35	2	LOW	SPRING
4	1	11.8428571428571	76.3877551020408	0.508163265306122	0	LOW	SPRING
9	1	13.5142857142857	81.5918367346939	0.744897959183674	1.5	LOW	SPRING
2	3	14.0265306122449	87.2857142857143	0.422448979591837	4.8	LOW	SPRING
9	3	16.9918367346939	79.7142857142857	0.587755102040816	2.1	LOW	SPRING
9	3	16.4632653061224	85.3061224489796	0.608163265306122	1.6	LOW	SPRING
9	3	16.5714285714286	82.469387755102	0.916326530612245	0.3	LOW	SPRING
5	3	14.5938775510204	91.8571428571429	0.493877551020408	3.3	LOW	SPRING
5	3	15.8367346938776	88.469387755102	0.383673469387755	9	LOW	SPRING
5	3	15.5673469387755	87.3061224489796	0.422448979591837	0.2	LOW	SPRING
5	3	17.5204081632653	76.6326530612245	0.548979591836735	0	LOW	SPRING
5	1	17.7510204081633	82.1428571428571	0.448979591836735	1.4	LOW	SPRING
5	1	18.2244897959184	85.8775510204082	0.469387755102041	17.4	LOW	SPRING
5	1	16.4734693877551	91.1224489795918	0.357142857142857	3	LOW	SPRING
5	5	17.4367346938776	83.6734693877551	0.430612244897959	0.2	LOW	SPRING
3	5	19.8387755102041	75.2040816326531	1.49795918367347	0	LOW	SPRING
3	4	20.2183673469388	74.4081632653061	1.75102040816327	9.1	LOW	SPRING
5	5	18.2836734693878	74.3469387755102	0.959183673469388	0	LOW	SPRING
3	5	19.8938775510204	67.7959183673469	1.35714285714286	0	LOW	SPRING
3	5	18.6884615384615	78.9615384615385	1.74897959183673	0	LOW	SPRING
3	1	20.6530612244898	69.1632653061225	0.812244897959184	0	LOW	SPRING
8	5	23.2040816326531	68.5714285714286	0.879591836734694	0	HIGH	SPRING
3	5	22.8081632653061	66.1632653061225	1.56122448979592	0	LOW	SPRING
8	1	22.4979591836735	61.8979591836735	1.70816326530612	0	LOW	SPRING
2	5	16.9551020408163	71.4489795918367	0.646938775510204	0	LOW	SPRING
8	5	18.9551020408163	64.469387755102	0.912244897959184	0	LOW	SPRING
8	5	24.6673469387755	58.3877551020408	2.62857142857143	0	LOW	SPRING
3	5	16.3591836734694	63.265306122449	1.84285714285714	0	MODERATE	SPRING
8	3	15.5775510204082	77.5714285714286	0.726530612244898	33	LOW	SPRING
8	3	13.9959183673469	76.265306122449	0.624489795918367	0	LOW	SPRING
6	1	16.7204081632653	79.9183673469388	0.659183673469388	3.2	LOW	SPRING
9	1	15.1020408163265	76.8571428571429	0.516326530612245	0	LOW	SPRING
2	1	19.2367346938776	65.8979591836735	0.902040816326531	0	LOW	SPRING
2	5	19.5020408163265	70.5918367346939	1.63877551020408	2.6	LOW	SPRING
2	5	20.674358974359	63.6153846153846	1.68461538461538	0	LOW	SPRING
8	2	10.995652173913	90.0217391304348	0.967391304347826	43.4	LOW	SPRING
4	2	12.8530612244898	75.2448979591837	0.714285714285714	0	LOW	SPRING
4	5	18.0938775510204	65.3673469387755	1.44081632653061	0	LOW	SPRING
4	5	25.0647058823529	52.9411764705882	1.21020408163265	0	LOW	SPRING
9	1	17.9605263157895	70.8947368421053	0.716326530612245	0	LOW	SPRING
2	5	20.9326530612245	65.6938775510204	1.74897959183673	8.4	LOW	SPRING
4	2	10.4673469387755	90	0.414285714285714	6.6	LOW	SPRING
9	3	10.4510204081633	86.2244897959184	0.516326530612245	0.5	LOW	SPRING
9	1	14.3836734693878	80.0408163265306	0.587755102040816	4.7	LOW	SPRING
9	1	16.4979591836735	72.7755102040816	0.593877551020408	0	LOW	SPRING
9	5	20.0387755102041	70.1224489795918	0.502040816326531	0	LOW	SPRING
2	5	20.9877551020408	68.2857142857143	0.602040816326531	0	LOW	SPRING
2	5	21.5265306122449	66.1020408163265	1.21020408163265	0	LOW	SPRING
5	5	23.0163265306122	62.1224489795918	1.20612244897959	0	LOW	SPRING
5	5	23.0836734693878	61.6326530612245	0.781632653061225	0	LOW	SPRING
2	1	23.0081632653061	66.4489795918367	0.446938775510204	0	LOW	SPRING
2	5	23.0183673469388	61.7755102040816	0.730612244897959	0	LOW	SPRING
3	5	22.2408163265306	60.3877551020408	0.893877551020408	0	LOW	SPRING
2	5	21.1387755102041	61.4285714285714	1.14489795918367	0	LOW	SPRING
3	5	24.8785714285714	48.2959183673469	2.2469387755102	0	LOW	SPRING
3	5	18.965306122449	74.9081632653061	1.32291666666667	3.3	LOW	SPRING
9	3	16.0357142857143	69.0102040816327	0.733333333333333	0	LOW	SPRING
3	3	17.2591836734694	62.2448979591837	0.663265306122449	0	LOW	SPRING
9	3	20.5816326530612	60.0408163265306	0.620408163265306	0	LOW	SPRING
2	3	22.7857142857143	59.4285714285714	0.740816326530612	0	LOW	SPRING
9	3	19.2530612244898	70.1632653061225	0.822448979591837	0	LOW	SPRING
4	2	11.4755102040816	89.7142857142857	0.708163265306123	30.4	LOW	SPRING
4	3	11.1102040816327	74.4489795918367	0.779591836734694	0	LOW	SPRING
9	3	13.8734693877551	66.1428571428571	0.589795918367347	0	LOW	SUMMER
9	1	17.9040816326531	64.3061224489796	0.679591836734694	0	LOW	SUMMER
9	1	14.1469387755102	91.2244897959184	0.455102040816327	4.7	LOW	SUMMER
9	3	14.6816326530612	74.1428571428571	0.695918367346939	0	LOW	SUMMER
9	3	14.9387755102041	68.7142857142857	0.828571428571429	0	LOW	SUMMER
9	3	17.4122448979592	69.8979591836735	0.612244897959184	0	LOW	SUMMER
9	1	18.4142857142857	70.7142857142857	0.569387755102041	0.2	LOW	SUMMER
9	5	19.2673469387755	72.734693877551	0.922448979591837	0	LOW	SUMMER
5	5	15.7551020408163	84	0.638775510204082	31	LOW	SUMMER
5	3	15.2285714285714	93.6122448979592	0.430612244897959	24.7	LOW	SUMMER
9	2	15.1102040816327	91.5714285714286	0.438775510204082	6.7	LOW	SUMMER
9	5	18.3510204081633	80.469387755102	0.961224489795918	0.1	LOW	SUMMER
9	1	17.7844444444444	85.3777777777778	0.613333333333333	7.8	LOW	SUMMER
9	1	18.9612244897959	82.1836734693878	0.508163265306122	0	LOW	SUMMER
5	1	20.5122448979592	74.265306122449	0.426530612244898	0	LOW	SUMMER
3	5	20.2673469387755	74.6122448979592	1.17959183673469	0	LOW	SUMMER
3	3	19.9591836734694	77.4897959183673	0.863265306122449	1.6	LOW	SUMMER
7	3	17.134693877551	81.8571428571429	0.555102040816327	0	LOW	SUMMER
8	3	17.9734693877551	78.4081632653061	0.557142857142857	0	LOW	SUMMER
8	5	15.834693877551	83.9795918367347	0.875510204081633	9	LOW	SUMMER
9	5	16.7551020408163	75.3265306122449	1.05102040816327	14.3	LOW	SUMMER
9	1	19.2	80.5510204081633	0.875510204081633	4.2	LOW	SUMMER
7	1	16.9061224489796	79.1836734693878	0.93265306122449	6.4	LOW	SUMMER
3	1	20.4408163265306	82.1428571428571	0.536734693877551	0	LOW	SUMMER
9	3	19.7265306122449	84.9183673469388	0.457142857142857	0	LOW	SUMMER
5	1	18.4857142857143	75	0.520408163265306	0	LOW	SUMMER
5	1	19.7244897959184	73.2244897959184	0.489795918367347	0	LOW	SUMMER
5	3	20.9979591836735	73.9183673469388	0.759183673469388	2.8	LOW	SUMMER
5	1	18.2	86.2448979591837	0.924489795918367	0.4	LOW	SUMMER
6	3	14.1183673469388	93.9591836734694	0.624489795918367	10.3	LOW	SUMMER
6	3	12.7571428571429	86.5510204081633	0.502040816326531	0	LOW	SUMMER
9	3	14.4367346938776	76	0.785714285714286	0	LOW	SUMMER
9	3	13.3755102040816	77.8571428571429	0.636734693877551	0	LOW	SUMMER
4	1	14.8081632653061	73.2244897959184	0.883673469387755	22.3	LOW	SUMMER
9	3	6.97142857142857	93.469387755102	0.416326530612245	24.6	LOW	SUMMER
9	2	9.28163265306122	75.7551020408163	0.746938775510204	0.3	LOW	SUMMER
6	2	8.38571428571429	85.0816326530612	0.66530612244898	10.6	LOW	SUMMER
6	2	10.3387755102041	93.265306122449	0.393877551020408	3.4	LOW	SUMMER
6	1	14.0265306122449	79.1428571428571	0.53469387755102	0	LOW	SUMMER
9	1	14.5632653061224	75.8775510204082	0.820408163265306	0.1	LOW	SUMMER
4	1	15.8387755102041	74.265306122449	1.3530612244898	22.2	LOW	SUMMER
9	3	9.99285714285714	83.3469387755102	0.589583333333333	2	LOW	SUMMER
9	3	11.2489795918367	76.2448979591837	0.526530612244898	0	LOW	SUMMER
9	1	11.1367346938776	77	0.530612244897959	0	LOW	SUMMER
9	1	12.6489795918367	79.3469387755102	0.526530612244898	0	LOW	SUMMER
9	1	15.2387755102041	77.0204081632653	0.53265306122449	0	LOW	SUMMER
5	5	17.0836734693878	81.5918367346939	1.74897959183673	7.6	LOW	SUMMER
2	4	14.4918367346939	84.0408163265306	1.83673469387755	29.5	LOW	SUMMER
9	3	6.5530612244898	85.3061224489796	0.740816326530612	0	LOW	SUMMER
9	3	6.44081632653061	76.1224489795918	0.651020408163265	0	LOW	SUMMER
9	3	7.19591836734694	76.6734693877551	0.616326530612245	0	LOW	SUMMER
6	1	8.62040816326531	77.7551020408163	0.540816326530612	0	LOW	SUMMER
6	3	9.40408163265306	77.3061224489796	0.53265306122449	0	LOW	SUMMER
5	1	12.1265306122449	79.8163265306122	0.381632653061225	0	LOW	SUMMER
5	1	10.8632653061224	76.2857142857143	0.746938775510204	0	LOW	SUMMER
5	3	10.7469387755102	92.0204081632653	0.644897959183673	28.8	LOW	SUMMER
3	4	10.9265306122449	92.3265306122449	0.838775510204082	21.6	LOW	SUMMER
4	5	10.0989795918367	91.3367346938775	1.43333333333333	13.2	LOW	SUMMER
6	5	8.83469387755102	86.8979591836735	0.918367346938776	2.4	LOW	SUMMER
6	1	11.6632653061224	82.0612244897959	0.426530612244898	0	LOW	SUMMER
6	3	10.8091836734694	82.2857142857143	0.470833333333333	0	LOW	AUTOMN
9	1	12.1673469387755	83.0612244897959	0.485714285714286	0	LOW	AUTOMN
5	1	13.530612244898	81.6734693877551	0.471428571428571	0	LOW	AUTOMN
5	1	12.9836734693878	92.9387755102041	0.363265306122449	0.6	LOW	AUTOMN
5	1	16.0081632653061	87.2448979591837	0.620408163265306	6.8	LOW	AUTOMN
5	3	10.1204081632653	94.8775510204082	0.614285714285714	25.6	LOW	AUTOMN
1	3	8.82040816326531	89.469387755102	0.418367346938776	0	LOW	AUTOMN
1	3	7.29591836734694	82.8571428571429	0.581632653061224	0	LOW	AUTOMN
5	3	10.4204081632653	83.469387755102	0.724489795918367	0	LOW	AUTOMN
5	3	10.0102040816327	83.6326530612245	0.546938775510204	0	LOW	AUTOMN
5	3	9.49591836734694	84.9795918367347	0.679591836734694	0	LOW	AUTOMN
5	3	9.49591836734694	86.469387755102	0.444897959183673	0	MODERATE	AUTOMN
9	3	7.86122448979592	79.0612244897959	1.00612244897959	0	LOW	AUTOMN
9	3	2.71836734693878	76.2040816326531	0.597959183673469	0	LOW	AUTOMN
5	1	3.23673469387755	75.8979591836735	0.510204081632653	0	LOW	AUTOMN
6	5	5.63061224489796	67.265306122449	0.618367346938775	0	LOW	AUTOMN
6	5	6.0734693877551	69.2040816326531	0.646938775510204	0	LOW	AUTOMN
5	2	6.75526315789474	83.5263157894737	0.863265306122449	24.4	LOW	AUTOMN
2	2	7.72	71.9333333333333	0.726530612244898	0	LOW	AUTOMN
6	3	1.67647058823529	89.5882352941177	1.76326530612245	24.4	LOW	AUTOMN
6	3	2.57391304347826	92.8260869565217	1.42857142857143	37.7	LOW	AUTOMN
6	2	3.9734693877551	92.0612244897959	0.389795918367347	13.3	LOW	AUTOMN
1	3	4.3	93.8163265306122	0.359183673469388	1.3	LOW	AUTOMN
1	1	5.62857142857143	91.2244897959184	0.653061224489796	6.5	LOW	AUTOMN
5	3	4.71836734693878	93.1632653061225	0.402040816326531	16.6	LOW	AUTOMN
2	3	7.79795918367347	95.265306122449	0.389795918367347	0.9	LOW	AUTOMN
5	3	6.07959183673469	91.0612244897959	0.369387755102041	4.3	LOW	AUTOMN
5	1	5.36530612244898	93.0612244897959	0.371428571428571	0	LOW	AUTOMN
5	3	6.38085106382979	96.1702127659574	0.429787234042553	14.5	LOW	AUTOMN
5	2	6.58061224489796	77.9897959183673	1.18478260869565	0	LOW	AUTOMN
4	3	1.97448979591837	78.1020408163265	0.697826086956522	0	LOW	AUTOMN
9	3	3.58913043478261	86.2717391304348	0.377777777777778	0	LOW	AUTOMN
4	1	4.51122448979592	86.0918367346939	0.434042553191489	0	LOW	AUTOMN
5	1	6.51875	85.4583333333333	0.51875	0.3	LOW	AUTOMN
9	3	1.15531914893617	78.4468085106383	0.58695652173913	0	LOW	AUTOMN
6	1	-0.120408163265306	89.1224489795918	0.391836734693878	0	LOW	AUTOMN
6	1	5.21836734693878	74.2857142857143	0.859183673469388	0	LOW	AUTOMN
9	5	8.74489795918367	74.8775510204082	1.50204081632653	3	LOW	AUTOMN
9	1	1.88163265306122	94.3877551020408	0.726530612244898	27	LOW	AUTOMN
8	2	0.883673469387755	83.2244897959184	0.761224489795918	0	LOW	AUTOMN
8	5	6.15918367346939	80.7959183673469	1.31428571428571	0.9	LOW	AUTOMN
4	2	-1.00816326530612	87.3673469387755	0.448979591836735	0	LOW	AUTOMN
6	5	2.64897959183673	74.9387755102041	0.861224489795918	1.5	LOW	AUTOMN
9	1	1.75102040816327	91.9183673469388	0.691836734693878	2.9	LOW	AUTOMN
6	3	-2.26122448979592	84.9795918367347	0.43265306122449	0	LOW	AUTOMN
1	2	-0.916326530612245	76.1836734693878	1.55918367346939	0.3	LOW	AUTOMN
5	3	-1.74285714285714	87.1836734693878	1.43469387755102	6.4	LOW	AUTOMN
9	3	-0.704081632653061	91.734693877551	0.340816326530612	3.3	LOW	AUTOMN
1	3	-0.438775510204082	91.9591836734694	0.442857142857143	0	LOW	AUTOMN
5	1	-1.99387755102041	94.0204081632653	0.371428571428571	0	LOW	AUTOMN
5	5	5.86938775510204	83.6122448979592	2.03673469387755	0	LOW	AUTOMN
7	4	10.3142857142857	77.5510204081633	2.01224489795918	0	LOW	AUTOMN
7	4	11.9714285714286	74.8979591836735	1.89795918367347	0	LOW	AUTOMN
5	1	9.56734693877551	85.7959183673469	0.475510204081633	15.1	LOW	AUTOMN
3	5	7.88979591836735	93.4285714285714	1.19387755102041	5.3	LOW	AUTOMN
9	1	-0.526530612244898	94.8775510204082	0.312244897959184	4.8	LOW	AUTOMN
3	1	-0.157142857142857	95.4897959183673	0.202040816326531	0	LOW	AUTOMN
9	3	-3.31020408163265	90.5102040816327	0.328571428571429	0	LOW	AUTOMN
6	1	-1.02040816326531	85.0204081632653	0.404081632653061	0.3	LOW	AUTOMN
9	1	0.591836734693878	84.265306122449	0.428571428571429	0.1	LOW	AUTOMN
9	5	6.24897959183673	79.0612244897959	1.28571428571429	0.6	LOW	WINTER
2	5	8.23061224489796	86.1224489795918	2.67959183673469	6.8	LOW	WINTER
2	5	4.73877551020408	94.3265306122449	1.19591836734694	16.4	LOW	WINTER
2	2	-0.5	95.3673469387755	0.36530612244898	0	LOW	WINTER
4	1	-0.714285714285714	93.7142857142857	0.253061224489796	0	LOW	WINTER
8	2	-0.0510204081632653	89.6326530612245	0.306122448979592	0	LOW	WINTER
6	1	5.70408163265306	82.1836734693878	1.52040816326531	17	LOW	WINTER
4	1	2.00408163265306	94.6938775510204	0.359183673469388	9.4	LOW	WINTER
4	2	0.651020408163265	96.0408163265306	0.381632653061225	0.4	LOW	WINTER
4	2	0.857142857142857	96.6734693877551	0.336734693877551	0.3	LOW	WINTER
4	2	1.54897959183673	94.7142857142857	1.10204081632653	9.3	LOW	WINTER
5	2	0.036734693877551	83.1836734693878	0.83265306122449	0	LOW	WINTER
6	3	-2.71836734693878	80.8163265306122	1.54285714285714	2.6	LOW	WINTER
6	3	-3.17755102040816	86.3877551020408	1.22244897959184	8.8	LOW	WINTER
1	3	-3.00816326530612	88.265306122449	1.13877551020408	2	LOW	WINTER
1	3	-8.07755102040816	84.7551020408163	0.53469387755102	0	LOW	WINTER
1	1	-8.71224489795918	81.5102040816327	0.261224489795918	0	LOW	WINTER
1	3	-8.63673469387755	84.9387755102041	0.328571428571429	0	LOW	WINTER
